scan_name,plane,scan_point,correction_x,correction_y
9212_01Oct23_004415_01Oct23_010327,1,0,0.014744347822059911,0.007746459895071383
9212_01Oct23_004415_01Oct23_010327,1,1,-0.0008958550855031611,-0.1289888313198229
9212_01Oct23_004415_01Oct23_010327,1,2,-0.022564845564690406,-0.11480827149705841
9212_01Oct23_004415_01Oct23_010327,1,3,-0.0008132373965699657,-0.16921045847938868
9212_01Oct23_004415_01Oct23_010327,1,4,-0.07103076018731558,-0.20462336569716355
9212_01Oct23_004415_01Oct23_010327,1,5,-0.07957655351307352,-0.1993625483122009
9212_01Oct23_004415_01Oct23_010327,1,6,-0.0610261507388854,-0.3102649266799445
9212_01Oct23_004415_01Oct23_010327,1,7,-0.06315275153978561,-0.241173910635888
9212_01Oct23_004415_01Oct23_010327,1,8,-0.1697295427648786,-0.3113484009974351
9212_01Oct23_004415_01Oct23_010327,1,9,-0.20243421999878095,-0.23213032810383313
9212_01Oct23_004415_01Oct23_010327,1,10,-0.20042810042259807,-0.14906996845358617
9212_01Oct23_004415_01Oct23_010327,1,11,-0.20254814970526414,-0.045327906601430885
9212_01Oct23_004415_01Oct23_010327,1,12,-0.12570521124005218,-0.09598627616871046
9212_01Oct23_004415_01Oct23_010327,1,13,-0.1078907074120927,-0.1013884179675952
9212_01Oct23_004415_01Oct23_010327,1,14,-0.12666167444908352,-0.017481027785898207
9212_01Oct23_004415_01Oct23_010327,1,15,-0.0996118065799377,-0.16905554122404784
9212_01Oct23_004415_01Oct23_010327,1,16,-0.11394745319342689,-0.15755944813847406
9212_01Oct23_004415_01Oct23_010327,1,17,-0.11382050828699988,0.06924686006940776
9212_01Oct23_004415_01Oct23_010327,1,18,-0.0890754610497757,-0.05118512903337515
9212_01Oct23_004415_01Oct23_010327,1,19,-0.12737001203810827,-0.1147757733356086
9212_01Oct23_004415_01Oct23_010327,1,20,-0.04665584155533198,0.024834346234143597
9212_01Oct23_004415_01Oct23_010327,1,21,-0.04799015762269043,-0.01765178648818142
9212_01Oct23_004415_01Oct23_010327,1,22,-0.034087898955058316,-0.06382428203621436
9212_01Oct23_004415_01Oct23_010327,1,23,-0.04734491867681989,-0.009567994645580629
9212_01Oct23_004415_01Oct23_010327,1,24,0.004679452738964862,-0.029841849861373212
9212_01Oct23_004415_01Oct23_010327,2,0,0.11945169049400965,0.003604412500302079
9212_01Oct23_004415_01Oct23_010327,2,1,0.14605621037243763,-0.001995645646200861
9212_01Oct23_004415_01Oct23_010327,2,2,0.07344468313521597,0.08389127589719658
9212_01Oct23_004415_01Oct23_010327,2,3,0.15693747776745207,0.03363196385951228
9212_01Oct23_004415_01Oct23_010327,2,4,0.06796078056812473,0.21892085839774963
9212_01Oct23_004415_01Oct23_010327,2,5,0.08898182286170374,0.26326919410466637
9212_01Oct23_004415_01Oct23_010327,2,6,0.20946493919123554,0.18433603219447647
9212_01Oct23_004415_01Oct23_010327,2,7,0.26968069659609833,0.1806915530854769
9212_01Oct23_004415_01Oct23_010327,2,8,0.2549031745300096,0.30920442380467233
9212_01Oct23_004415_01Oct23_010327,2,9,0.24458542359876084,0.24437540890747367
9212_01Oct23_004415_01Oct23_010327,2,10,0.2013193377454289,0.2919838703456835
9212_01Oct23_004415_01Oct23_010327,2,11,0.2355061572141231,0.5016703232292733
9212_01Oct23_004415_01Oct23_010327,2,12,0.27015566710129607,0.3932901086600321
9212_01Oct23_004415_01Oct23_010327,2,13,0.34598731960261975,0.3177507127131605
9212_01Oct23_004415_01Oct23_010327,2,14,0.36175420611933123,0.39097168036160335
9212_01Oct23_004415_01Oct23_010327,2,15,0.2684440872774053,0.4288218641345758
9212_01Oct23_004415_01Oct23_010327,2,16,0.1833425407385773,0.3279790936485897
9212_01Oct23_004415_01Oct23_010327,2,17,0.11840891569499516,0.16601664433532268
9212_01Oct23_004415_01Oct23_010327,2,18,0.10407366050722434,0.14745889818809643
9212_01Oct23_004415_01Oct23_010327,2,19,0.1395941186575945,0.09264400152983118
9212_01Oct23_004415_01Oct23_010327,2,20,0.06822175273193763,0.09810598991179253
9212_01Oct23_004415_01Oct23_010327,2,21,0.0761873982761193,0.1726332851735221
9212_01Oct23_004415_01Oct23_010327,2,22,0.11304742466849876,0.11346570076326695
9212_01Oct23_004415_01Oct23_010327,2,23,0.1616320201279219,0.1837291797915433
9212_01Oct23_004415_01Oct23_010327,2,24,0.12571137692826592,0.13471152554379168
9212_01Oct23_020644_01Oct23_022335,1,0,0.004712580720058492,0.12282543871480062
9212_01Oct23_020644_01Oct23_022335,1,1,0.10351147680434092,0.04550826629995397
