scan_name,plane,scan_point,correction_x,correction_y
9212_01Oct23_004415_01Oct23_010327,1,0,-0.015475685928884042,0.007760889631586016
9212_01Oct23_004415_01Oct23_010327,1,1,-0.02670238649296608,-0.1289767059424717
9212_01Oct23_004415_01Oct23_010327,1,2,-0.04377796882882451,-0.11479855507909233
9212_01Oct23_004415_01Oct23_010327,1,3,-0.01722679819291667,-0.1692032708823582
9212_01Oct23_004415_01Oct23_010327,1,4,-0.08244426879538275,-0.2046188234891234
9212_01Oct23_004415_01Oct23_010327,1,5,-0.08587607718173879,-0.19936071773554595
9212_01Oct23_004415_01Oct23_010327,1,6,-0.06233297244903624,-0.3102657372187342
9212_01Oct23_004415_01Oct23_010327,1,7,-0.060026779162454524,-0.24117703675038168
9212_01Oct23_004415_01Oct23_010327,1,8,-0.16335238537720786,-0.3113531556804796
9212_01Oct23_004415_01Oct23_010327,1,9,-0.19463652654521865,-0.23213564698571146
9212_01Oct23_004415_01Oct23_010327,1,10,-0.1934326672536641,-0.14907455916356183
9212_01Oct23_004415_01Oct23_010327,1,11,-0.19842177978094017,-0.0453305674659172
9212_01Oct23_004415_01Oct23_010327,1,12,-0.12570521124005218,-0.09598627616871046
9212_01Oct23_004415_01Oct23_010327,1,13,-0.11201707733641664,-0.10138575710310889
9212_01Oct23_004415_01Oct23_010327,1,14,-0.1336571076180175,-0.017476437075922568
9212_01Oct23_004415_01Oct23_010327,1,15,-0.1074095000335,-0.1690502223421695
9212_01Oct23_004415_01Oct23_010327,1,16,-0.12032461058109761,-0.15755469345542955
9212_01Oct23_004415_01Oct23_010327,1,17,-0.11694648066433097,0.06924998618390144
9212_01Oct23_004415_01Oct23_010327,1,18,-0.08776863933962487,-0.05118431849458547
9212_01Oct23_004415_01Oct23_010327,1,19,-0.12107048836944301,-0.11477760391226353
9212_01Oct23_004415_01Oct23_010327,1,20,-0.03524233294726481,0.024829804026103505
9212_01Oct23_004415_01Oct23_010327,1,21,-0.03157659682634373,-0.017658974085211866
9212_01Oct23_004415_01Oct23_010327,1,22,-0.012874775690924212,-0.06383399845418043
