scan_name,plane,scan_point,correction_x,correction_y
9212_01Oct23_004415_01Oct23_010327,1,0,-0.040320621975731274,0.007771906317023225
9212_01Oct23_004415_01Oct23_010327,1,1,-0.04947692447469787,-0.12896660662965598
9212_01Oct23_004415_01Oct23_010327,1,2,-0.06448211000537052,-0.11478937307391948
9212_01Oct23_004415_01Oct23_010327,1,3,-0.03586054401173017,-0.16919500611036756
9212_01Oct23_004415_01Oct23_010327,1,4,-0.09900762065693375,-0.20461147587790343
9212_01Oct23_004415_01Oct23_010327,1,5,-0.10036903588395846,-0.1993542872439462
9212_01Oct23_004415_01Oct23_010327,1,6,-0.0747555371425207,-0.31026022389055985
9212_01Oct23_004415_01Oct23_010327,1,7,-0.07037894592590993,-0.24117244078786107
9212_01Oct23_004415_01Oct23_010327,1,8,-0.17163414593529547,-0.3113494775103878
9212_01Oct23_004415_01Oct23_010327,1,9,-0.20084786808070507,-0.2321328872692429
9212_01Oct23_004415_01Oct23_010327,1,10,-0.19757357419565927,-0.14907271870355052
9212_01Oct23_004415_01Oct23_010327,1,11,-0.2004922376539547,-0.04532964700885406
9212_01Oct23_004415_01Oct23_010327,1,12,-0.12570521124005218,-0.09598627616871046
9212_01Oct23_004415_01Oct23_010327,1,13,-0.1099466194634021,-0.10138667756017204
9212_01Oct23_004415_01Oct23_010327,1,14,-0.12951620067602232,-0.01747827753593386
9212_01Oct23_004415_01Oct23_010327,1,15,-0.10119815849801359,-0.1690529820586381
9212_01Oct23_004415_01Oct23_010327,1,16,-0.11204285002301001,-0.1575583716255214
9212_01Oct23_004415_01Oct23_010327,1,17,-0.10659431390087556,0.06924539022138082
9212_01Oct23_004415_01Oct23_010327,1,18,-0.0753460746461404,-0.05118983182275976
9212_01Oct23_004415_01Oct23_010327,1,19,-0.10657752966722334,-0.11478403440386324
9212_01Oct23_004415_01Oct23_010327,1,20,-0.01867898108571381,0.02482245641488349
9212_01Oct23_004415_01Oct23_010327,1,21,-0.012942851007530232,-0.017667238857202536
9212_01Oct23_004415_01Oct23_010327,1,22,0.007829365485621798,-0.06384318045935329
9212_01Oct23_004415_01Oct23_010327,1,23,0.0012361507123748172,-0.009590219335747543
9212_01Oct23_004415_01Oct23_010327,1,24,0.05974442253675605,-0.029867296283325066
9212_01Oct23_004415_01Oct23_010327,2,0,0.11948800823458465,0.09477141413226364
9212_01Oct23_004415_01Oct23_010327,2,1,0.1460940095835265,0.08070040721099014
9212_01Oct23_004415_01Oct23_010327,2,2,0.07348438263568041,0.15803520750373723
9212_01Oct23_004415_01Oct23_010327,2,3,0.15697954594780253,0.09913299407256215
9212_01Oct23_004415_01Oct23_010327,2,4,0.06800565031049816,0.27569508907621804
9212_01Oct23_004415_01Oct23_010327,2,5,0.08902969340080291,0.3112780109936347
9212_01Oct23_004415_01Oct23_010327,2,6,0.20951543221970834,0.22365275613783417
9212_01Oct23_004415_01Oct23_010327,2,7,0.26973240976953083,0.21158797651681452
9212_01Oct23_004415_01Oct23_010327,2,8,0.2549533080201314,0.33222318955236985
9212_01Oct23_004415_01Oct23_010327,2,9,0.24462976997686006,0.26033197094055616
9212_01Oct23_004415_01Oct23_010327,2,10,0.20135288971633042,0.3018487070211772
9212_01Oct23_004415_01Oct23_010327,2,11,0.23552432010460528,0.5063339414859689
9212_01Oct23_004415_01Oct23_010327,2,12,0.27015566710129607,0.3932901086600321
9212_01Oct23_004415_01Oct23_010327,2,13,0.3459691567121375,0.3130870944564649
9212_01Oct23_004415_01Oct23_010327,2,14,0.3617206541484297,0.3811068436861097
