scan_name,plane,scan_point,correction_x,correction_y
9212_01Oct23_004415_01Oct23_010327,1,0,0.020674802427206318,0.007760859254128725
9212_01Oct23_004415_01Oct23_010327,1,1,0.006829035274810713,-0.12897679727070427
9212_01Oct23_004415_01Oct23_010327,1,2,-0.012828261635330906,-0.1147987133843903
9212_01Oct23_004415_01Oct23_010327,1,3,0.01118399616103355,-0.1692035030702566
9212_01Oct23_004415_01Oct23_010327,1,4,-0.05653076164281734,-0.20461913627541015
9212_01Oct23_004415_01Oct23_010327,1,5,-0.062436202530616325,-0.19936111493661726
9212_01Oct23_004415_01Oct23_010327,1,6,-0.04139191105285989,-0.3102662147719838
9212_01Oct23_004415_01Oct23_010327,1,7,-0.041700779005702376,-0.24117757590062056
9212_01Oct23_004415_01Oct23_010327,1,8,-0.14788677195138808,-0.3113537168474434
9212_01Oct23_004415_01Oct23_010327,1,9,-0.18241137889121392,-0.2321361688482993
9212_01Oct23_004415_01Oct23_010327,1,10,-0.18490948200781782,-0.14907496726494263
9212_01Oct23_004415_01Oct23_010327,1,11,-0.19402966625131027,-0.04533079257455808
9212_01Oct23_004415_01Oct23_010327,1,12,-0.12570521124005218,-0.09598627616871046
9212_01Oct23_004415_01Oct23_010327,1,13,-0.11640919086604654,-0.10138553199446801
9212_01Oct23_004415_01Oct23_010327,1,14,-0.1421802928638638,-0.017476028974541726
9212_01Oct23_004415_01Oct23_010327,1,15,-0.11963464768750473,-0.16904970047958165
9212_01Oct23_004415_01Oct23_010327,1,16,-0.1357902240069174,-0.15755413228846585
9212_01Oct23_004415_01Oct23_010327,1,17,-0.13527248082108312,0.06925052533414032
9212_01Oct23_004415_01Oct23_010327,1,18,-0.10870970073580122,-0.051183840941335865
9212_01Oct23_004415_01Oct23_010327,1,19,-0.14451036302056547,-0.11477720671119221
9212_01Oct23_004415_01Oct23_010327,1,20,-0.061155840099830217,0.024830116812390238
9212_01Oct23_004415_01Oct23_010327,1,21,-0.05998739118029395,-0.01765874189731348
9212_01Oct23_004415_01Oct23_010327,1,22,-0.043824482884417815,-0.06383384014888248
9212_01Oct23_004415_01Oct23_010327,1,23,-0.055069809037133766,-0.009580028694699263
9212_01Oct23_004415_01Oct23_010327,1,24,-0.0012510018661815447,-0.02985624922043055
9212_01Oct23_004415_01Oct23_010327,2,0,0.11957010545075451,-0.000557640859120967
9212_01Oct23_004415_01Oct23_010327,2,1,0.14616916051018838,-0.007341987456992161
9212_01Oct23_004415_01Oct23_010327,2,2,0.07355257753113158,0.07721839368139
9212_01Oct23_004415_01Oct23_010327,2,3,0.15704077391726887,0.025473452255779516
9212_01Oct23_004415_01Oct23_010327,2,4,0.06805990128514768,0.20912968885487826
9212_01Oct23_004415_01Oct23_010327,2,5,0.08907696274643935,0.25177769649450954
9212_01Oct23_004415_01Oct23_010327,2,6,0.2095557287357551,0.1712726987257232
9212_01Oct23_004415_01Oct23_010327,2,7,0.26976576607449804,0.16653269047036193
9212_01Oct23_004415_01Oct23_010327,2,8,0.25497978923798303,0.2949009945777386
9212_01Oct23_004415_01Oct23_010327,2,9,0.24464947397234313,0.2313564675287486
9212_01Oct23_004415_01Oct23_010327,2,10,0.20136593295903302,0.2819501461617047
9212_01Oct23_004415_01Oct23_010327,2,11,0.23553080946656707,0.4961823984161989
9212_01Oct23_004415_01Oct23_010327,2,12,0.27015566710129607,0.3932901086600321
9212_01Oct23_004415_01Oct23_010327,2,13,0.3459626673501758,0.32323863752623494
9212_01Oct23_004415_01Oct23_010327,2,14,0.3617076109057271,0.4010054045455822
9212_01Oct23_004415_01Oct23_010327,2,15,0.268380036903823,0.4418408055133008
9212_01Oct23_004415_01Oct23_010327,2,16,0.18326592603060385,0.3422825228755234
9212_01Oct23_004415_01Oct23_010327,2,17,0.11832384621659545,0.18017550695043766
9212_01Oct23_004415_01Oct23_010327,2,18,0.10398287096270481,0.1605222316568497
9212_01Oct23_004415_01Oct23_010327,2,19,0.13949897877285886,0.10413549913998801
9212_01Oct23_004415_01Oct23_010327,2,20,0.06812263201491468,0.10789715945466391
9212_01Oct23_004415_01Oct23_010327,2,21,0.07608410212630248,0.18079179677725488
9212_01Oct23_004415_01Oct23_010327,2,22,0.11293953027258316,0.12013858297907354
9212_01Oct23_004415_01Oct23_010327,2,23,0.16151906999017115,0.1890755216023346
9212_01Oct23_004415_01Oct23_010327,2,24,0.12559296197152106,0.13887357890321472
9212_01Oct23_020644_01Oct23_022335,1,0,0.0047681338746134744,0.09766387638478896
9212_01Oct23_020644_01Oct23_022335,1,1,0.10355590075138776,0.017270179323167212
9212_01Oct23_020644_01Oct23_022335,1,2,0.16018994488832808,-0.015149973522067539
9212_01Oct23_020644_01Oct23_022335,1,3,0.11372780644392479,0.0737609999529737
9212_01Oct23_020644_01Oct23_022335,1,4,0.1680250914141651,0.12836999572651137
9212_01Oct23_020644_01Oct23_022335,1,5,0.18102772144212614,0.11562513984100797
9212_01Oct23_020644_01Oct23_022335,1,6,0.2149435493990658,0.011451856431417967
9212_01Oct23_020644_01Oct23_022335,1,7,0.17253406298336213,0.13091161709182994
9212_01Oct23_020644_01Oct23_022335,1,8,0.2174281594090276,0.1253407607060813
9212_01Oct23_020644_01Oct23_022335,1,9,0.1631174820450382,0.13499856834278157
9212_01Oct23_020644_01Oct23_022335,1,10,0.13933089825486347,0.11452158360237413
9212_01Oct23_020644_01Oct23_022335,1,11,0.10600951182202024,0.10953732075970031
9212_01Oct23_020644_01Oct23_022335,1,12,0.13334169987020045,0.20670000155997362
9212_01Oct23_020644_01Oct23_022335,1,13,0.14805566336932463,0.08928598218712605
9212_01Oct23_020644_01Oct23_022335,1,14,0.12734149369504646,0.09951261357884177
9212_01Oct23_020644_01Oct23_022335,1,15,0.07836302531773,0.17698782873939653
9212_01Oct23_020644_01Oct23_022335,1,16,0.13493436225501426,0.3188786172085567
9212_01Oct23_020644_01Oct23_022335,1,17,0.12788039947935498,0.23415919201623392
9212_01Oct23_020644_01Oct23_022335,1,18,0.07143750970253679,0.2402547962968224
9212_01Oct23_020644_01Oct23_022335,1,19,0.14619963056479707,0.19562253160630358
9212_01Oct23_020644_01Oct23_022335,1,20,0.12387721414420909,0.166083389620323
9212_01Oct23_020644_01Oct23_022335,1,21,0.08125531558790834,0.06810326142717843
9212_01Oct23_020644_01Oct23_022335,1,22,-0.04440658254883564,0.141380678032009
9212_01Oct23_020644_01Oct23_022335,1,23,0.01652763626787549,0.15992535644562822
9212_01Oct23_020644_01Oct23_022335,1,24,0.06511500247481053,-0.08241768299528662
9212_01Oct23_020644_01Oct23_022335,2,0,0.05877017171017351,-0.07761443432312105
9212_01Oct23_020644_01Oct23_022335,2,1,0.053974222857688936,-0.05840509226223703
9212_01Oct23_020644_01Oct23_022335,2,2,0.01657117989946333,-0.004478983060759801
9212_01Oct23_020644_01Oct23_022335,2,3,0.008835038405749507,-0.027920835310144623
9212_01Oct23_020644_01Oct23_022335,2,4,-0.005404139728673596,0.054488154820009606
9212_01Oct23_020644_01Oct23_022335,2,5,0.07579464483862403,-0.051408150626785325
